"REC" "FRE" "MON" "CC_CARD" "AVRG" "PC_CALC20" "PSWEATERS" "PKNIT_TOPS" "PKNIT_DRES" "PBLOUSES" "PJACKETS" "PCAR_PNTS" "PCAS_PNTS" "PSHIRTS" "PDRESSES" "PSUITS" "POUTERWEAR" "PJEWELRY" "PFASHION" "PLEGWEAR" "PCOLLSPND" "AMSPEND" "PSSPEND" "CCSPEND" "AXSPEND" "OMONSPEND" "PREVPD" "GMP" "PROMOS" "DAYS" "FREDAYS" "MARKDOWN" "CLASSES" "COUPONS" "STYLES" "STORES" "STORELOY" "VALPHON" "WEB" "MAILED" "RESPONDED" "RESPONSERATE" "LTFREDAY" "CLUSTYPE" "PERCRET" "RESP" "hi_trans" "amount23" "amount456"
102 2 95.98 0 47.99 11 0.23 0.15 0 0 0 0 0 0 0.6 0 0 0 0 0 0 0 0 95.98 0 0 0 0.66 13 488 244 0 3 0 3 1 242 "Y" 0 8 1 12.5 122 10 0 0 3.79974976294536 0 95.98
142 5 341.4 0 68.28 16 0.09 0.05 0.05 0.06 0.18 0.24 0.02 0 0 0 0 0 0.01 0.02 0 0 306.91 34.49 0 0 186.96 0.36 10 414 82.8 0.21 12 0 22 4 2534 "N" 0 4 1 25 31.84 14 0.28 1 2.45787797740008 0 0
24 23 1275.6 1 55.46 16 0.14 0.03 0.006172 0.04 0.28 0.04 0 0.07 0.2 0 0 0.002746 0.02 0 0.11 0 731.66 543.94 0 5 44 0.46 21 698 30.34 0.31 18 5 48 5 2596 "Y" 0 11 8 72.73 6.71 1 0.14 1 2.84607149899958 201.93 441.97
133 4 528.46 0 132.11 11 0 0 0.21 0.05 0.15 0 0.09 0.06 0.09 0 0 0.11 0.17 0.02 0 0 97 431.46 0 0 0 0.61 5 492 123 0.07 12 0 18 4 233 "Y" 0 3 0 0 23.42 4 0 0 2.64617479738412 0 528.46
88 16 1021.83 1 63.86 11 0.02 0.02 0.06 0.03 0.12 0.07 0.02 0.02 0.07 0.18 0 0 0.007924 0.003965 0.03 0 61.61 884.27 75.95 0 17.95 0.53 21 338 21.12 0.15 21 5 37 6 4116 "Y" 0 6 4 66.67 10.24 2 0.47 1 1.97269117173296 30.17 109.18
178 2 99.97 0 49.98 11 0.35 0.09 0.15 0.29 0 0 0 0 0.1 0 0 0 0 0 0 0 0 99.97 0 0 0 0.11 6 359 179.5 0.28 5 0 6 1 4591 "Y" 0 1 0 0 179.5 2 0 0 3.23867845216438 0 74.97
236 1 173.96 0 173.96 11 0.72 0 0 0 0 0 0 0 0 0.27 0 0 0 0 0 0 0 173.96 0 0 0 0.06 4 236 236 0.32 2 0 4 1 32 "N" 0 2 0 0 118 16 0 1 4.09501100676526 0 0
13 11 1935.98 1 175.99 16 0.000809 0 0 0.03 0.26 0.07 0 0.18 0.19 0 0 0.01 0 0.02 0 0 1583.52 242.49 109.97 176 0 0.68 23 695 63.18 0.06 14 2 47 4 2790 "Y" 1 11 3 27.27 15.1 23 0.28 1 2.70270259477561 985.97 346.01
149 1 149.97 0 149.97 11 0.13 0 0 0 0.53 0.33 0 0 0 0 0 0 0 0 0 0 0 149.97 0 0 0 0.56 4 149 149 0 3 0 3 1 52 "Y" 0 1 0 0 149 12 0 0 3.72158862852364 0 149.97
38 5 822.45 0 164.49 16 0.06 0 0.11 0.07 0.39 0 0.07 0.19 0.09 0 0 0 0 0 0.17 0 387.47 414.99 19.99 0 320 0.68 15 537 107.4 0.05 10 1 17 3 2989 "N" 0 6 2 33.33 33.56 50 0 1 3.26078522794541 260.46 222
26 2 200.25 0 100.12 16 0.47 0 0 0.16 0 0 0.18 0 0.17 0 0 0 0 0 0 0 134.25 66 0 105 0 0.33 1 266 133 0.4 4 0 8 2 2963 "Y" 0 0 0 0 88.66 16 0 0 3.46009502290964 0 0
144 4 72.98 0 18.24 11 0.61 0 0 0 0 0 0.23 0 0 0 0 0 0 0 0 0 0 72.98 0 0 0 0.28 4 444 111 0.4 2 0 5 2 306 "Y" 0 0 0 0 88.8 35 0.17 0 3.78168650370014 0 7.49
82 9 2139.48 0 237.72 11 0.24 0.004774 0.01 0.02 0.25 0.04 0.16 0.03 0.16 0 0 0.01 0 0.005461 0 0 527.48 1506.29 105.71 0 0 0.61 19 516 57.33 0.09 15 0 46 5 46 "Y" 0 8 2 25 23.45 20 0.02 0 2.91939104029727 819.43 345.93
67 1 196.89 1 196.89 11 0.06 0 0 0 0.5 0 0 0.29 0 0 0 0 0 0.13 0.8 0 11.89 185 0 0 0 0.66 7 489 489 0.05 5 0 6 2 52 "Y" 0 5 1 20 122.25 4 0 0 4.61412992735956 196.89 0
321 1 199.99 0 199.99 11 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 199.99 0 0 199.99 0.66 14 321 321 0.28 1 0 1 1 331 "N" 0 5 0 0 321 4 0 0 4.60517018598809 0 0
152 1 103.98 0 103.98 11 0 0.23 0 0 0.48 0 0 0.28 0 0 0 0 0 0 0 0 0 103.98 0 0 0 0.64 4 152 152 0 3 0 3 1 4526 "Y" 0 1 0 0 152 35 0 0 3.60413822565885 0 103.98
293 1 139.75 1 139.75 11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 139.75 0 0 0 0.42 13 293 293 0.45 1 0 5 1 2767 "Y" 0 4 0 0 146.5 6 0 0 4.60517018598809 0 0
36 1 227 0 227 11 0 0 0 0 0.43 0.25 0 0.21 0 0 0 0 0.08 0 0.91 20 0 207 0 0 0 0.7 0 36 36 0 4 0 4 2 242 "Y" 0 0 0 0 7.2 10 0 1 4.73935136745411 227 0
125 7 372.92 1 53.27 16 0.26 0 0.22 0 0 0 0 0 0 0 0.34 0.01 0 0.008793 0 0 274.12 98.8 0 0 0 0.39 18 650 92.85 0.41 7 1 15 3 2967 "Y" 0 9 1 11.11 20.31 8 0.16 0 3.17471492908243 0 97.99
54 1 435.54 1 435.54 11 0.46 0 0 0.11 0.31 0 0 0.1 0 0 0 0 0 0 0.24 0 0 435.54 0 0 0 0.5 1 54 54 0.28 5 1 13 1 89 "Y" 0 0 0 0 54 10 0 0 3.69957208365268 435.54 0
10 10 838.92 1 83.89 11 0.003293 0 0.11 0.11 0.41 0.05 0.13 0.07 0 0 0 0 0 0 0.16 0 294.95 479.41 64.56 8 0 0.5 16 578 57.8 0.22 10 1 26 7 4663 "Y" 0 6 2 33.33 15.62 16 0.08 0 3.23514279733207 64.56 223.96
360 1 83 0 83 11 0.59 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 83 0 0 0 0.57 6 360 360 0.18 2 0 3 1 94 "Y" 0 3 0 0 360 3 0 0 3.94410289889156 0 0
43 1 213.79 0 213.79 11 0.45 0 0 0 0.08 0 0.45 0 0 0 0 0 0 0 0 0 0 213.79 0 0 0 0.55 0 43 43 0.14 4 0 7 1 253 "Y" 0 0 0 0 14.33 16 0 1 3.75279277985759 213.79 0
16 6 575.66 1 95.94 11 0.38 0 0 0.17 0.21 0 0 0.12 0 0 0 0.01 0.07 0.007852 0.22 13.99 0 489.19 72.48 72.48 134.74 0.5 19 670 111.66 0.26 10 0 22 3 331 "Y" 0 8 3 37.5 55.83 4 0 0 3.39785848039664 153.97 0
306 1 139.5 0 139.5 11 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 139.5 0 0 0 0.5 13 657 657 0.5 1 0 1 1 858 "Y" 0 6 0 0 328.5 20 0 0 4.60517018598809 0 0
276 2 288.35 1 144.17 11 0 0 0 0.11 0 0 0 0 0 0 0.43 0 0.44 0 0 0 0 288.35 0 0 0 0.53 11 279 139.5 0.49 4 0 9 1 4535 "Y" 0 4 0 0 139.5 1 0 0 3.69635146895264 0 0
153 1 140.85 1 140.85 11 0 0 0 0 0 0 0 0 0.46 0 0 0.06 0.46 0 0 0 0 140.85 0 0 0 0.66 4 153 153 0.22 4 1 4 1 185 "Y" 0 1 0 0 76.5 10 0 0 3.7891771754293 0 140.85
103 5 799.88 0 159.97 11 0.06 0 0 0.17 0.36 0.28 0 0.09 0 0 0 0 0.008739 0 0.2 0 213.96 585.92 0 0 0 0.63 12 469 93.8 0.01 7 0 17 3 829 "Y" 0 9 1 11.11 42.63 40 0 0 3.42001913590274 0 799.88
201 4 147.98 1 36.99 11 0 0 0 0 0.31 0 0 0.42 0 0 0 0.1 0 0 0.27 0 0 147.98 0 0 0 0.52 17 474 118.5 0.16 4 0 4 3 248 "Y" 0 5 1 20 94.8 22 0.18 0 3.60004824040732 0 0
316 2 198 0 99 11 0.66 0 0 0.17 0 0 0 0 0 0 0 0 0.1 0.06 0 12 0 186 0 0 49 0.62 17 645 322.5 0.17 5 0 9 2 300 "N" 0 7 1 14.29 92.14 1 0 0 3.88732039278777 0 0
172 4 195.38 1 48.84 11 0.08 0 0 0 0.33 0 0 0.16 0 0 0 0.01 0 0.01 0.16 0 0 185.4 9.98 0 185.4 0.67 15 513 128.25 0.07 5 0 7 3 315 "Y" 0 3 0 0 51.3 11 0.6 0 2.88870370079547 0 9.98
82 2 203.94 0 101.97 18 0.27 0.1 0 0.1 0 0 0 0 0.44 0 0 0 0 0.07 0 182.95 0 20.99 0 0 0 0.43 1 92 46 0.29 5 0 8 2 3926 "Y" 0 0 0 0 13.14 1 0 0 3.40419289064195 182.95 20.99
16 6 324.48 0 54.08 15 0 0.03 0.15 0.03 0.17 0 0 0.09 0 0 0 0 0.03 0 0 0 196.48 128 0 78.99 0 0.67 6 159 26.5 0.07 8 0 15 4 2987 "N" 0 0 0 0 12.23 30 0.94 1 1.87487437593856 59.49 186
34 2 333.96 0 166.98 11 0.14 0.09 0 0.22 0 0 0.26 0 0.27 0 0 0 0 0 0 0 39 294.96 0 0 0 0.6 4 419 209.5 0.17 5 0 11 2 721 "Y" 0 0 0 0 69.83 12 0 0 3.10548313751311 85.96 248
305 2 74.24 0 37.12 11 0 0 0 0.4 0 0 0 0.59 0 0 0 0 0 0 0 0 29.99 44.25 0 0 44.25 0.58 7 669 334.5 0.16 2 0 2 2 4633 "N" 0 2 0 0 167.25 11 0 0 3.94816205204402 0 0
173 2 519.21 0 259.6 11 0.11 0 0 0 0.45 0 0 0.23 0 0.14 0 0 0.02 0.01 0.3 0 0 519.21 0 0 305.21 0.55 7 314 157 0.24 8 1 10 1 3 "Y" 1 1 0 0 62.8 16 0 1 3.67452694788954 0 214
104 1 92.99 0 92.99 11 0 0.16 0.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 92.99 0 0 0 0.7 1 104 104 0 2 0 3 1 995 "Y" 0 0 0 0 104 10 0 0 4.28977427496879 0 92.99
139 4 478.99 0 119.74 11 0.01 0 0 0.16 0.45 0.13 0 0.23 0 0 0 0 0 0 0.12 0 0 478.99 0 0 0 0.68 8 582 145.5 0 7 0 8 2 615 "Y" 0 6 1 16.67 64.66 49 0 0 3.47320791763843 0 5.99
26 9 453.43 1 50.38 11 0.17 0 0 0.15 0.17 0 0 0.12 0 0 0 0 0.15 0.22 0 0 0 453.43 0 15 0 0.6 18 491 54.55 0.06 8 0 12 2 830 "Y" 0 9 5 55.56 22.31 16 0 0 2.84607149899958 0 224.47
153 1 264.12 1 264.12 11 0.26 0 0 0 0.13 0.2 0 0.26 0.12 0 0 0 0 0 0.36 0 0 264.12 0 0 0 0.58 5 153 153 0.18 5 1 8 1 870 "Y" 0 0 0 0 153 23 0 0 3.56614668873164 0 264.12
293 1 97.62 1 97.62 11 0.45 0 0 0 0 0 0 0 0 0 0 0.08 0.46 0 0 8.18 0 89.44 0 0 0 0.38 6 293 293 0.48 4 0 6 2 262 "Y" 0 0 0 0 146.5 10 0 0 3.75373042643355 0 0
75 3 525.91 1 175.3 11 0.04 0 0.02 0 0.02 0 0 0.02 0 0.5 0 0 0 0 0 0 59.97 465.94 0 0 0 0.58 9 179 59.66 0.19 5 1 11 2 4592 "Y" 0 2 1 50 35.8 10 0.59 0 3.25963381734037 146.95 378.96
38 9 617.36 1 68.59 11 0.2 0.02 0.1 0.15 0.06 0.09 0.06 0 0.08 0 0 0 0.03 0.12 0 0 0 617.36 0 0 0 0.45 18 539 59.88 0.21 16 0 32 2 421 "Y" 0 9 3 33.33 20.73 23 0.04 0 2.4706386779903 48.98 273.69
48 2 120.73 0 60.36 11 0 0 0 0.17 0 0 0.39 0.26 0 0 0 0.08 0.08 0 0 0 0 120.73 0 0 0 0.39 1 88 44 0.34 6 0 7 1 642 "Y" 0 0 0 0 44 43 0 0 3.29694736028836 120.73 0
3 4 295.94 1 73.98 16 0 0 0.15 0.3 0.27 0.27 0 0 0 0 0 0 0 0 0 0 169.97 85.98 39.99 169.97 39 0.59 9 330 82.5 0.03 4 0 8 3 2989 "Y" 0 1 0 0 55 35 0 0 3.26461371654205 0 0
127 2 80.59 0 40.29 11 0.32 0 0.27 0 0 0.27 0.11 0 0 0 0 0 0 0 0 0 0 80.59 0 0 58.1 0 7 314 157 0.32 4 0 6 1 161 "N" 0 1 0 0 157 10 0 0 3.31491301306514 0 22.49
127 8 1208.95 1 151.11 11 0.18 0 0.05 0.08 0.19 0.07 0.2 0.15 0 0 0.01 0 0.02 0 0.15 0 80.75 1128.2 0 0 0 0.55 21 667 83.37 0.2 12 4 35 2 67 "Y" 0 8 3 37.5 31.76 38 0 0 2.89369954798884 0 235.23
105 5 636.4 1 127.28 11 0.09 0 0 0.13 0.33 0.13 0 0.08 0.15 0 0 0 0.02 0 0 0 0 636.4 0 0 0 0.55 24 640 128 0.11 11 1 16 1 447 "Y" 0 8 2 25 22.85 1 0.03 1 2.93863268151342 0 492.44
103 1 126 0 126 11 0 0 0 0.38 0 0.5 0 0 0 0 0 0 0.11 0 0 14 0 112 0 0 0 0.63 3 103 103 0.04 3 0 3 2 64 "Y" 0 0 0 0 51.5 18 0 0 3.72665681844797 0 126
10 2 183.99 0 91.99 16 0 0 0 0.19 0 0 0 0 0.8 0 0 0 0 0 0 0 147.99 36 0 36 0 0.5 4 129 64.5 0.22 2 0 5 2 684 "Y" 0 1 1 100 32.25 15 0 0 4.22712567345592 0 147.99
291 1 79.45 0 79.45 11 0.77 0 0 0 0 0 0 0 0 0 0 0.22 0 0 0 0 0 79.45 0 0 0 0.51 2 291 291 0.35 3 0 4 1 17 "Y" 0 2 0 0 291 10 0 0 4.16945203470891 0 0
9 49 2447.48 1 49.94 11 0.19 0.02 0.04 0.12 0.09 0.07 0.05 0.04 0.05 0 0.04 0.01 0.04 0.01 0 0 63.69 1589.58 794.21 204.48 94.31 0.37 10 453 9.24 0.43 29 4 152 8 4539 "Y" 0 5 4 80 3.23 18 0.19 1 2.13298230860787 434.92 329.05
25 3 187.39 0 62.46 11 0.18 0.1 0.13 0.06 0 0.15 0 0.04 0 0 0 0.02 0 0 0 0 38.47 97.96 50.96 50.96 0 0.33 8 379 126.33 0.25 9 0 12 4 4169 "Y" 0 2 1 50 37.9 4 0.18 0 2.26384426467762 0 0
135 1 78 0 78 11 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 78 0 0 0 0.65 3 135 135 0 1 0 2 1 360 "Y" 0 1 0 0 135 5 0 0 4.60517018598809 0 78
36 8 252.32 0 31.54 19 0.08 0.06 0.08 0.03 0.05 0 0.25 0.11 0.17 0 0 0.01 0.05 0.04 0 0 0 61 191.32 0 0 0.36 9 422 52.75 0.33 17 0 20 3 5065 "Y" 0 2 0 0 30.14 16 0 0 2.62684014567667 62.85 9.99
51 1 102.98 0 102.98 16 0 0 0 0.33 0.46 0 0 0.2 0 0 0 0 0 0 0 0 68.98 34 0 0 0 0.5 0 51 51 0.3 3 0 3 2 2554 "Y" 0 0 0 0 25.5 37 0 0 3.60468229531318 102.98 0
75 9 423.8 0 47.08 11 0 0 0 0.28 0 0.14 0.08 0.1 0 0 0 0.02 0.05 0.04 0.21 5.99 0 417.81 0 0 30.99 0.53 14 390 43.33 0.16 11 1 21 2 221 "Y" 0 5 1 20 35.45 8 0.33 0 2.8541687092322 0 140.83
214 1 58 0 58 11 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 58 0 0 0 0.66 9 214 214 0.14 1 0 1 1 4592 "N" 0 6 1 16.67 214 25 0 0 4.60517018598809 0 0
26 3 268.48 0 89.49 16 0 0.03 0 0 0.36 0.38 0.18 0 0 0 0 0.02 0 0 0 0 260.48 8 0 174 0 0.61 0 254 84.66 0.06 5 0 6 3 2661 "N" 0 0 0 0 36.28 8 0 0 3.45347352622753 0 49
45 6 245.97 0 40.99 11 0.15 0 0 0.12 0 0.2 0 0 0 0 0 0 0 0 0 0 0 245.97 0 0 0 0.63 0 189 31.5 0.03 6 0 10 1 3 "Y" 1 0 0 0 21 5 1.04 1 2.1150499691472 0 79.97
348 2 320.98 0 160.49 11 0.81 0 0 0 0 0 0 0.18 0 0 0 0 0 0 0 0 48 272.98 0 0 0 0.62 14 350 175 0 2 0 8 3 4675 "N" 0 6 0 0 116.66 25 0 0 4.25405120762004 0 0
232 3 137.49 0 45.83 11 0.64 0 0 0 0 0 0 0.35 0 0 0 0 0 0 0 0 49 88.49 0 0 0 0.63 3 364 121.33 0.12 3 0 4 3 424 "Y" 0 1 0 0 121.33 20 0 0 3.99120380330259 0 0
89 1 270.46 0 270.46 11 0.23 0 0 0 0.57 0.1 0 0.09 0 0 0 0 0 0 0.36 0 0 270.46 0 0 0 0.55 1 89 89 0.18 4 0 7 1 588 "Y" 0 0 0 0 89 4 0 0 3.98061579689376 270.46 0
190 1 105.5 0 105.5 16 0.2 0 0.41 0 0 0.18 0.18 0 0 0 0 0 0 0 0 0 94 11.5 0 0 0 0.12 5 593 593 0.38 5 0 6 2 2884 "N" 0 2 0 0 197.66 38 0 0 3.3579418729912 0 0
152 7 835.93 1 119.41 16 0.06 0 0 0.07 0.1 0.19 0.12 0.08 0.23 0 0 0 0 0 0 0 801.78 34.15 0 0 125.25 0.55 16 360 51.42 0.27 12 1 23 2 2656 "Y" 0 10 4 40 13.33 16 0.12 1 2.61958321977988 0 349.19
10 5 450.95 0 90.19 11 0.23 0 0 0.23 0.06 0 0.29 0.16 0 0 0 0 0 0 0 0 146 304.95 0 59 0 0.63 11 537 107.4 0.07 8 0 13 5 501 "Y" 0 7 0 0 48.81 16 0 0 3.14845336057165 41.98 271.99
116 6 450.97 0 75.16 16 0.51 0 0 0.26 0 0 0.17 0.04 0 0 0 0 0 0 0 0 372.97 78 0 0 185.99 0.62 17 551 91.83 0.11 5 0 13 4 243 "Y" 0 8 0 0 36.73 3 0 0 3.61010677294854 0 29.99
227 1 230.99 0 230.99 11 0.16 0 0.06 0 0.42 0.25 0 0 0 0 0 0 0.08 0 0.68 0 0 230.99 0 0 0 0.68 19 569 569 0 5 0 5 1 4553 "Y" 0 9 0 0 284.5 38 0 0 4.32479468871875 0 0
118 5 239.97 1 47.99 11 0.32 0 0 0.2 0 0 0 0.2 0 0 0 0 0.26 0 0.2 0 111.98 127.99 0 0 46.99 0.62 20 693 138.6 0.16 6 0 8 3 304 "Y" 0 9 1 11.11 26.65 1 0 1 3.40883480879137 0 45.98
199 1 73.99 0 73.99 11 0.45 0 0 0 0.54 0 0 0 0 0 0 0 0 0 0 0 0 73.99 0 0 0 0.52 2 199 199 0 2 0 2 1 161 "Y" 0 0 0 0 199 4 0 0 3.91840261239218 0 0
157 5 251.48 1 50.29 11 0.24 0 0 0.25 0 0 0 0 0 0.39 0 0.1 0 0 0 0 0 251.48 0 0 34 0.52 19 665 133 0.16 6 0 8 2 4602 "Y" 0 9 3 33.33 95 11 0 0 3.37861088298936 0 75
76 6 614.86 1 102.47 16 0.11 0.07 0.02 0.07 0.3 0.07 0.04 0.04 0 0 0 0 0.11 0.007196 0.14 0 300.29 314.57 0 0 0 0.55 18 436 72.66 0.17 12 1 21 4 185 "Y" 0 8 1 12.5 33.53 22 0.13 0 2.77071196222692 61.34 375.55
16 21 1350.12 1 64.29 11 0.17 0.02 0.07 0.14 0.06 0.1 0.03 0.08 0.06 0 0 0 0.02 0.02 0.23 0 0 1350.12 0 117 95 0.58 22 684 32.57 0.17 16 3 48 2 992 "Y" 0 7 6 85.71 18 7 0.2 0 2.65112705370259 0 338.98
44 3 110.46 1 36.82 11 0.19 0 0.09 0 0.66 0 0 0 0 0 0 0 0.04 0 0 0 0 110.46 0 0 0 0.14 5 78 26 0.33 4 0 5 2 476 "Y" 0 0 0 0 11.14 15 0 0 3.90338581203248 110.46 0
119 1 191.99 0 191.99 11 0 0 0 0.18 0.51 0.3 0 0 0 0 0 0 0 0 0 0 0 191.99 0 0 0 0.65 2 119 119 0 3 0 3 1 148 "Y" 0 0 0 0 119 10 0 0 3.65893557774086 0 191.99
101 7 1105.92 1 157.98 11 0.15 0.05 0.36 0.09 0.05 0 0.16 0.02 0.04 0 0 0 0.03 0.002704 0 0 327.97 777.95 0 0 0 0.63 18 503 71.85 0.04 13 0 34 2 873 "Y" 0 9 3 33.33 25.15 8 0 1 3.02286094094224 0 307.97
161 3 186.5 0 62.16 11 0.18 0 0 0 0 0.68 0 0 0 0 0 0 0.08 0.04 0.31 0 35.5 151 0 0 0 0.61 17 518 172.66 0.06 6 0 7 4 4566 "N" 0 7 2 28.57 43.16 1 0 0 4.10610842914234 0 34
148 2 93.18 0 46.59 11 0.35 0 0 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 93.18 0 0 0 0.45 8 156 78 0.2 3 0 7 1 3 "Y" 1 0 0 0 78 16 1.3 0 2.57794151575519 0 93.18
27 11 926.7 1 84.24 17 0.23 0.11 0 0.14 0.09 0 0.19 0.08 0.07 0 0 0 0.006422 0.04 0 142.49 0 5.99 778.22 119.5 71.97 0.33 18 371 33.72 0.34 14 2 48 6 5592 "Y" 0 5 3 60 7.72 25 0.006475 1 2.7033726115511 35.98 273.69
269 2 90 0 45 11 0.64 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58 32 0 0 0 0.67 2 496 248 0 2 0 2 2 264 "N" 0 0 0 0 70.85 45 0 0 3.99212724966981 0 0
251 1 127.98 0 127.98 11 0.32 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127.98 0 0 0 0.55 5 251 251 0.12 2 0 4 1 4513 "Y" 0 2 0 0 251 16 0 0 4.02374325503855 0 0
125 23 4124.54 1 179.32 16 0.11 0.001683 0.05 0.08 0.18 0.09 0 0.11 0.01 0.08 0 0.007011 0.02 0 0.003363 0 3024.37 1100.17 0 0 565.7 0.61 24 696 30.26 0.16 20 9 118 2 2514 "Y" 0 11 7 63.64 8.48 4 0.29 0 2.16447179086441 0 1215.2
6 4 258 1 64.5 11 0.26 0.16 0 0 0 0.18 0.14 0 0.18 0 0 0 0 0.02 0.37 0 0 258 0 55.99 0 0.54 14 696 174 0.33 6 0 14 1 7 "Y" 0 4 2 50 43.5 10 0.03 1 3.48798651173455 82.01 120
5 6 93.4 0 15.56 16 0.06 0 0 0 0 0 0.15 0 0 0 0 0 0 0.4 0 0 33.4 60 0 48.4 0 0.41 6 608 101.33 0.33 3 0 8 4 2857 "Y" 0 0 0 0 25.33 12 0.57 1 2.98112612116463 0 15
11 2 98.99 0 49.49 11 0 0 0 0 0 0 0 0 0 0 0 0 0.93 0.06 0 0 0 98.99 0 75 0 0.58 2 96 48 0.13 2 0 3 2 116 "Y" 0 0 0 0 24 5 0 0 4.48424471805921 0 23.99
176 2 86.96 0 43.48 16 0 0.11 0 0.4 0 0 0 0.34 0 0 0 0 0 0.13 0 0 74.96 12 0 0 0 0.25 15 565 282.5 0.03 6 0 7 3 2967 "N" 0 8 1 12.5 113 39 0 0 3.44329855768079 0 21.99
229 3 90.04 0 30.01 11 0.19 0.06 0.23 0 0.38 0 0.11 0 0 0 0 0 0 0 0 0 60.56 29.48 0 0 0 0 7 616 205.33 0.34 5 0 8 4 98 "N" 0 2 0 0 44 1 0 0 3.27108869631514 0 0
39 2 1225.84 1 612.92 11 0.06 0.02 0 0.06 0.1 0.24 0 0.02 0 0 0.18 0 0.07 0.02 0.07 19.99 32 1173.85 0 0 0 0.58 22 641 320.5 0.27 15 1 25 4 4672 "Y" 0 6 0 0 80.12 18 0.23 0 2.52091708731103 216.93 0
11 14 1276.82 1 91.2 19 0.22 0.02 0.02 0.18 0.13 0.03 0 0.22 0.01 0 0 0 0.01 0.004521 0 0 0 24 1252.82 50.99 187.45 0.51 5 366 26.14 0.19 17 1 54 2 4178 "Y" 0 1 1 100 12.2 15 0.12 1 2.74791173452734 12.99 558.79
354 1 121 1 121 17 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0.09 0 0 0 121 0 0 0 0.7 22 637 637 0.02 3 0 3 1 5513 "Y" 0 9 1 11.11 91 18 0 0 4.4083033577521 0 0
145 1 84 0 84 11 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 84 0 0 0 0.71 7 145 145 0 1 0 1 1 154 "Y" 0 2 0 0 145 1 0 0 4.60517018598809 0 84
83 7 393.08 1 56.15 19 0.07 0.16 0.1 0.03 0.2 0 0.1 0 0.06 0.25 0 0 0 0.005063 0 0 19.99 139.98 233.11 0 26.23 0.48 24 625 89.28 0.13 11 4 17 3 4188 "Y" 0 7 4 57.14 34.72 10 0 1 2.79055142261395 38.98 59.97
7 8 553.15 1 69.14 11 0.07 0 0.12 0.05 0.004662 0 0 0.11 0.08 0 0.18 0.01 0.03 0.02 0 0 0 553.15 0 83.55 0 0.31 18 577 72.12 0.43 15 0 29 1 684 "Y" 0 10 3 30 10.3 11 0.39 1 2.08815348228186 364 0
35 7 198.17 1 28.31 11 0.64 0.09 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 198.17 0 0 0 0.39 19 692 98.85 0.32 4 0 15 1 4673 "Y" 0 9 2 22.22 36.42 13 0.2 0 3.75957088223647 198.17 0
246 2 98.97 1 49.48 11 0.14 0 0 0.22 0.44 0 0 0 0 0 0 0 0 0 0 0 0 98.97 0 0 0 0.49 3 280 140 0.35 3 0 4 2 626 "Y" 0 0 0 0 140 39 0.22 0 3.29879544804407 0 0
306 1 109.97 0 109.97 11 0 0 0 0.27 0 0 0 0 0.72 0 0 0 0 0 0 0 0 109.97 0 0 0 0.42 11 306 306 0 2 0 3 1 362 "N" 0 4 0 0 306 20 0 0 4.09982949245267 0 0
11 3 235.18 1 78.39 11 0 0 0 0.14 0.37 0.22 0 0.12 0.11 0 0 0 0 0 0.6 0 64.98 170.2 0 28 0 0.57 1 207 69 0.19 5 1 5 2 4539 "Y" 0 0 0 0 41.4 45 0 0 4.11512710140463 142.2 0
12 16 2143.62 1 133.97 11 0.18 0.03 0.11 0.07 0 0.11 0.09 0.04 0.11 0 0 0.02 0.04 0.003162 0.02 5 0 2101.13 37.49 337.95 185 0.52 26 642 40.12 0.24 21 5 93 4 155 "Y" 0 9 7 77.78 13.95 4 0.17 1 2.2364452904895 126.78 727.03
17 15 969.93 1 64.66 11 0.06 0 0 0.15 0.25 0.02 0.02 0.11 0 0 0 0.01 7e-06 0 0.09 0 0 969.93 0 2.5 0 0.52 20 554 36.93 0.23 13 3 35 4 4687 "Y" 0 10 4 40 12.04 28 0.54 0 2.44321622273379 520.32 269.37
12 15 942.26 1 62.81 11 0.16 0 0 0.01 0.26 0.2 0 0.01 0 0 0 0 0.04 0 0.02 0 233.96 627.33 80.97 40.98 0 0.57 14 288 19.2 0.14 10 4 29 9 114 "Y" 1 4 2 50 11.07 8 0.4 1 2.64688376586472 97.98 207.37
335 1 73 1 73 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 73 0 0 0 0.42 13 524 524 0.46 1 0 4 1 1613 "Y" 0 8 1 12.5 65.5 1 0 0 4.60517018598809 0 0
